name,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48,bin49,
opel_corsa_20161229_130832_.png,0.029350104821802947,0.016771488469601678,0.04402515723270443,0.03144654088050316,0.006289308176100629,0.039832285115304004,0.027253668763102736,0.01886792452830189,0.025157232704402524,0.010482180293501049,0.016771488469601678,0.016771488469601678,0.016771488469601678,0.012578616352201259,0.03773584905660379,0.025157232704402524,0.012578616352201259,0.01886792452830189,0.01886792452830189,0.0020964360587002098,0.025157232704402524,0.027253668763102736,0.03773584905660379,0.016771488469601678,0.014675052410901468,0.008385744234800839,0.014675052410901468,0.0209643605870021,0.0020964360587002098,0.006289308176100629,0.010482180293501049,0.03144654088050316,0.014675052410901468,0.008385744234800839,0.0020964360587002098,0.06079664570230612,0.014675052410901468,0.03354297693920337,0.041928721174004216,0.041928721174004216,0.006289308176100629,0.014675052410901468,0.0020964360587002098,0.0041928721174004195,0.04402515723270443,0.0041928721174004195,0.025157232704402524,0.01886792452830189,0.012578616352201259,0.006289308176100629,
opel_corsa_20161229_130834_.png,0.026748971193415648,0.018518518518518524,0.022633744855967086,0.0411522633744856,0.014403292181069963,0.012345679012345682,0.020576131687242805,0.018518518518518524,0.016460905349794244,0.012345679012345682,0.018518518518518524,0.00823045267489712,0.00617283950617284,0.03292181069958849,0.051440329218106984,0.020576131687242805,0.014403292181069963,0.026748971193415648,0.026748971193415648,0.00617283950617284,0.020576131687242805,0.014403292181069963,0.02880658436213993,0.020576131687242805,0.018518518518518524,0.012345679012345682,0.010288065843621401,0.018518518518518524,0.00205761316872428,0.00411522633744856,0.00823045267489712,0.016460905349794244,0.03292181069958849,0.012345679012345682,0.018518518518518524,0.020576131687242805,0.00411522633744856,0.03086419753086421,0.03909465020576132,0.049382716049382706,0.018518518518518524,0.014403292181069963,0.018518518518518524,0.00411522633744856,0.0699588477366255,0.010288065843621401,0.014403292181069963,0.016460905349794244,0.020576131687242805,0.014403292181069963,
opel_corsa_20161229_130835_.png,0.023012552301255224,0.018828451882845185,0.035564853556485344,0.023012552301255224,0.008368200836820083,0.029288702928870283,0.014644351464435146,0.008368200836820083,0.008368200836820083,0.010460251046025104,0.029288702928870283,0.035564853556485344,0.008368200836820083,0.020920502092050205,0.018828451882845185,0.008368200836820083,0.012552301255230125,0.027196652719665263,0.018828451882845185,0.014644351464435146,0.018828451882845185,0.010460251046025104,0.029288702928870283,0.029288702928870283,0.016736401673640166,0.006276150627615062,0.010460251046025104,0.010460251046025104,0.0041841004184100415,0.018828451882845185,0.018828451882845185,0.025104602510460244,0.012552301255230125,0.020920502092050205,0.010460251046025104,0.04811715481171546,0.010460251046025104,0.016736401673640166,0.04393305439330542,0.04602510460251044,0.018828451882845185,0.018828451882845185,0.006276150627615062,0.0020920502092050207,0.05439330543933052,0.014644351464435146,0.027196652719665263,0.037656903765690364,0.016736401673640166,0.020920502092050205,
porsche_911_20161229_190007_.png,0.015037593984962405,0.012531328320802004,0.017543859649122806,0.020050125313283207,0.015037593984962405,0.020050125313283207,0.015037593984962405,0.015037593984962405,0.015037593984962405,0.040100250626566414,0.02756892230576441,0.007518796992481203,0.007518796992481203,0.03508771929824561,0.045112781954887216,0.012531328320802004,0.015037593984962405,0.02506265664160401,0.03508771929824561,0.02756892230576441,0.010025062656641603,0.03508771929824561,0.017543859649122806,0.022556390977443608,0.017543859649122806,0.002506265664160401,0.010025062656641603,0.03258145363408521,0.007518796992481203,0.012531328320802004,0.002506265664160401,0.042606516290726815,0.040100250626566414,0.022556390977443608,0.005012531328320802,0.06265664160401002,0.005012531328320802,0.015037593984962405,0.015037593984962405,0.017543859649122806,0.007518796992481203,0.022556390977443608,0.017543859649122806,0.002506265664160401,0.03508771929824561,0.012531328320802004,0.020050125313283207,0.020050125313283207,0.03258145363408521,0.010025062656641603,
porsche_911_20161229_190009_.png,0.013123359580052493,0.0026246719160104987,0.0026246719160104987,0.04461942257217848,0.015748031496062992,0.007874015748031496,0.007874015748031496,0.0026246719160104987,0.013123359580052493,0.005249343832020997,0.007874015748031496,0.013123359580052493,0.005249343832020997,0.028871391076115485,0.015748031496062992,0.0026246719160104987,0.007874015748031496,0.07086614173228346,0.031496062992125984,0.0026246719160104987,0.010498687664041995,0.05249343832020997,0.0026246719160104987,0.026246719160104987,0.007874015748031496,0.0,0.0026246719160104987,0.03412073490813648,0.010498687664041995,0.013123359580052493,0.010498687664041995,0.07086614173228346,0.023622047244094488,0.028871391076115485,0.0026246719160104987,0.03412073490813648,0.0,0.013123359580052493,0.10236220472440945,0.028871391076115485,0.0026246719160104987,0.010498687664041995,0.023622047244094488,0.0026246719160104987,0.10236220472440945,0.0026246719160104987,0.031496062992125984,0.010498687664041995,0.031496062992125984,0.005249343832020997,
porsche_911_20161229_190010_.png,0.01388888888888889,0.019444444444444445,0.030555555555555558,0.022222222222222223,0.01388888888888889,0.03611111111111111,0.016666666666666666,0.01388888888888889,0.019444444444444445,0.011111111111111112,0.011111111111111112,0.005555555555555556,0.002777777777777778,0.019444444444444445,0.02777777777777778,0.0,0.011111111111111112,0.06944444444444442,0.030555555555555558,0.005555555555555556,0.016666666666666666,0.011111111111111112,0.022222222222222223,0.01388888888888889,0.01388888888888889,0.002777777777777778,0.011111111111111112,0.02777777777777778,0.002777777777777778,0.01388888888888889,0.01388888888888889,0.05555555555555553,0.016666666666666666,0.058333333333333307,0.008333333333333333,0.022222222222222223,0.0,0.011111111111111112,0.04166666666666666,0.04722222222222221,0.002777777777777778,0.04166666666666666,0.002777777777777778,0.011111111111111112,0.06111111111111108,0.002777777777777778,0.03333333333333333,0.025,0.022222222222222223,0.005555555555555556,
porsche_911_20161229_190015_.png,0.01666666666666667,0.009523809523809525,0.01904761904761905,0.035714285714285705,0.0071428571428571435,0.014285714285714287,0.002380952380952381,0.028571428571428567,0.0071428571428571435,0.011904761904761906,0.02142857142857143,0.0071428571428571435,0.004761904761904762,0.01904761904761905,0.004761904761904762,0.0071428571428571435,0.014285714285714287,0.06428571428571427,0.038095238095238085,0.009523809523809525,0.0071428571428571435,0.02142857142857143,0.009523809523809525,0.030952380952380946,0.004761904761904762,0.002380952380952381,0.01666666666666667,0.035714285714285705,0.002380952380952381,0.023809523809523808,0.011904761904761906,0.014285714285714287,0.01666666666666667,0.09523809523809529,0.009523809523809525,0.009523809523809525,0.002380952380952381,0.023809523809523808,0.0928571428571429,0.035714285714285705,0.0,0.04999999999999998,0.011904761904761906,0.0071428571428571435,0.06904761904761904,0.0071428571428571435,0.0071428571428571435,0.009523809523809525,0.026190476190476188,0.002380952380952381,
VW_Golf IV_20161203_164336_.png,0.01856763925729443,0.01856763925729443,0.03713527851458886,0.034482758620689655,0.015915119363395226,0.03183023872679045,0.01326259946949602,0.002652519893899204,0.01856763925729443,0.007957559681697613,0.01326259946949602,0.01856763925729443,0.002652519893899204,0.01856763925729443,0.06631299734748011,0.01326259946949602,0.02652519893899204,0.02652519893899204,0.01856763925729443,0.021220159151193633,0.01856763925729443,0.01326259946949602,0.042440318302387266,0.029177718832891244,0.015915119363395226,0.002652519893899204,0.03183023872679045,0.03183023872679045,0.002652519893899204,0.01326259946949602,0.023872679045092837,0.029177718832891244,0.01856763925729443,0.021220159151193633,0.010610079575596816,0.015915119363395226,0.007957559681697613,0.010610079575596816,0.02652519893899204,0.042440318302387266,0.010610079575596816,0.010610079575596816,0.010610079575596816,0.005305039787798408,0.042440318302387266,0.010610079575596816,0.023872679045092837,0.023872679045092837,0.021220159151193633,0.007957559681697613,
vw_golf_20161212_122636_.png,0.01466992665036675,0.03422982885085575,0.029339853300733503,0.04645476772616136,0.01466992665036675,0.022004889975550126,0.004889975550122249,0.012224938875305624,0.01466992665036675,0.017114914425427875,0.029339853300733503,0.022004889975550126,0.01466992665036675,0.03178484107579463,0.061124694376528094,0.0024449877750611247,0.004889975550122249,0.022004889975550126,0.01466992665036675,0.007334963325183374,0.007334963325183374,0.019559902200489,0.026894865525672378,0.026894865525672378,0.01466992665036675,0.004889975550122249,0.004889975550122249,0.019559902200489,0.004889975550122249,0.019559902200489,0.019559902200489,0.04400977995110024,0.01466992665036675,0.012224938875305624,0.0,0.019559902200489,0.007334963325183374,0.012224938875305624,0.017114914425427875,0.07579462102689483,0.012224938875305624,0.024449877750611252,0.017114914425427875,0.0024449877750611247,0.04889975550122248,0.009779951100244499,0.03667481662591687,0.007334963325183374,0.03422982885085575,0.01466992665036675,
vw_golf_20161212_122721_.png,0.022522522522522525,0.029279279279279286,0.015765765765765764,0.02027027027027027,0.009009009009009009,0.02477477477477478,0.01126126126126126,0.02477477477477478,0.013513513513513513,0.015765765765765764,0.031531531531531536,0.027027027027027032,0.013513513513513513,0.013513513513513513,0.031531531531531536,0.018018018018018018,0.018018018018018018,0.029279279279279286,0.029279279279279286,0.01126126126126126,0.013513513513513513,0.02027027027027027,0.022522522522522525,0.027027027027027032,0.01126126126126126,0.013513513513513513,0.009009009009009009,0.027027027027027032,0.0045045045045045045,0.01126126126126126,0.02027027027027027,0.02477477477477478,0.018018018018018018,0.029279279279279286,0.013513513513513513,0.031531531531531536,0.0022522522522522522,0.027027027027027032,0.029279279279279286,0.036036036036036036,0.006756756756756757,0.029279279279279286,0.0045045045045045045,0.01126126126126126,0.036036036036036036,0.006756756756756757,0.027027027027027032,0.029279279279279286,0.036036036036036036,0.01126126126126126,
opel_corsa_20161215_084343_.png,0.03800000000000002,0.024000000000000007,0.02600000000000001,0.044000000000000025,0.022000000000000006,0.02800000000000001,0.004,0.01,0.016,0.01,0.032000000000000015,0.020000000000000004,0.0,0.032000000000000015,0.032000000000000015,0.012,0.020000000000000004,0.05800000000000004,0.030000000000000013,0.012,0.014,0.006,0.02600000000000001,0.020000000000000004,0.002,0.004,0.004,0.024000000000000007,0.006,0.020000000000000004,0.022000000000000006,0.034000000000000016,0.008,0.022000000000000006,0.012,0.014,0.008,0.014,0.044000000000000025,0.02800000000000001,0.012,0.03800000000000002,0.012,0.004,0.03600000000000002,0.016,0.020000000000000004,0.016,0.030000000000000013,0.014,
opel_corsa_20170104_122530_.png,0.012,0.014,0.044000000000000025,0.056000000000000036,0.008,0.04000000000000002,0.012,0.012,0.024000000000000007,0.008,0.006,0.020000000000000004,0.018000000000000002,0.05000000000000003,0.03800000000000002,0.01,0.016,0.02600000000000001,0.032000000000000015,0.01,0.01,0.012,0.018000000000000002,0.008,0.008,0.006,0.006,0.024000000000000007,0.008,0.012,0.018000000000000002,0.05000000000000003,0.016,0.04000000000000002,0.012,0.044000000000000025,0.004,0.030000000000000013,0.014,0.030000000000000013,0.012,0.012,0.016,0.004,0.04800000000000003,0.01,0.020000000000000004,0.01,0.02600000000000001,0.016,
porsche_911_20161229_190002_.jpg,0.016355140186915886,0.009345794392523364,0.02570093457943925,0.028037383177570093,0.011682242990654205,0.02336448598130841,0.02570093457943925,0.011682242990654205,0.004672897196261682,0.018691588785046728,0.018691588785046728,0.030373831775700934,0.007009345794392522,0.04906542056074766,0.037383177570093455,0.011682242990654205,0.018691588785046728,0.002336448598130841,0.02336448598130841,0.02570093457943925,0.018691588785046728,0.02336448598130841,0.014018691588785047,0.035046728971962614,0.014018691588785047,0.0,0.011682242990654205,0.04205607476635514,0.014018691588785047,0.011682242990654205,0.007009345794392522,0.04205607476635514,0.02570093457943925,0.02102803738317757,0.014018691588785047,0.02102803738317757,0.004672897196261682,0.04205607476635514,0.016355140186915886,0.035046728971962614,0.009345794392523364,0.04439252336448598,0.028037383177570093,0.007009345794392522,0.016355140186915886,0.016355140186915886,0.014018691588785047,0.016355140186915886,0.02570093457943925,0.009345794392523364,
vw_golf_20170104_123031_.png,0.004405286343612335,0.02643171806167401,0.05726872246696039,0.028634361233480177,0.01762114537444934,0.015418502202643172,0.015418502202643172,0.022026431718061675,0.00881057268722467,0.011013215859030838,0.028634361233480177,0.01762114537444934,0.004405286343612335,0.022026431718061675,0.041850220264317194,0.00881057268722467,0.02643171806167401,0.006607929515418503,0.01762114537444934,0.024229074889867842,0.044052863436123364,0.00881057268722467,0.028634361233480177,0.03524229074889868,0.006607929515418503,0.006607929515418503,0.006607929515418503,0.041850220264317194,0.015418502202643172,0.006607929515418503,0.015418502202643172,0.02643171806167401,0.013215859030837005,0.03524229074889868,0.00881057268722467,0.01762114537444934,0.00881057268722467,0.03303964757709251,0.011013215859030838,0.022026431718061675,0.011013215859030838,0.044052863436123364,0.00881057268722467,0.004405286343612335,0.019823788546255508,0.024229074889867842,0.046255506607929535,0.019823788546255508,0.022026431718061675,0.0022026431718061676,
